12
7
4
8
7
11
7
12
5
12
13
8
12
10
6
11
14
9
15
12
10
9
13
9
11
8
8
8
11
14
11
7
11
10
11
8
10
5
10
10
9
5
2
12
8
8
10
13
11
11
4
12
13
13
3
9
6
12
11
16
11
11
13
14
15
16
11
11
15
7
8
10
6
10
12
9
13
13
10
8
11
11
10
12
9
6
12
10
17
7
11
12
16
14
11
8
5
4
6
8
